,adult,budget,id,imdb_id,original_language,overview,popularity,release_date,revenue,runtime,title,tmdb_id,vote_average,vote_count,belongs_to_collection,genres,production_companies,production_countries,spoken_languages
227,False,0,nocturna+2007,tt0836682,en,"In the aging orphanage the days pass very uneventfully, but the nights are something quite different; at least for Tim they are. The light reflected from the stars is the only cure for his fear of the dark. One night this fear leads him to the orphanage rooftop. Where he discovers that his favorite star has disappeared, and unfortunately it´s not going to be the last one. Tim also discovers...",1.7564,2007-09-06,0,80,Nocturna,26700,5.5,18,,Animation,Filmax Entertainment,France,Español
228,False,0,joint+security+area+2000,tt0260991,ko,"In the DMZ separating North and South Korea, two North Korean soldiers have been killed, supposedly by one South Korean soldier. But the 11 bullets found in the bodies, together with the 5 remaining bullets in the assassin's magazine clip, amount to 16 bullets for a gun that should normally hold 15 bullets. The investigating Swiss/Swedish team from the neutral countries overseeing the DMZ suspects that another, unknown party was involved - all of which points to some sort of cover up. The truth is much simpler and much more tragic.",10.187128,2000-09-09,0,110,Joint Security Area,2440,7.7,115,,War,Myung Film Company,South Korea,English
229,False,0,the+edge+of+love+2008,tt0819714,en,"The Edge of love is a love story of two feisty women and a brilliant, charismatic poet who love both women. One woman Vera Phillips who is his first love and whom he lost for ten year, while other one is his present wife Caitlin who is adventurous and felt same adventurous nature in this charismatic poet, Dylan Thomas, also.",6.179073,2008-05-15,0,110,The Edge of Love,14061,6.1,81,,Drama,BBC Films,United Kingdom,English
230,False,0,i+am+love+2009,tt1226236,it,"Emma left Russia to live with her husband in Italy. Now a member of a powerful industrial family, she is the respected mother of three, but feels unfulfilled. One day, Antonio, a talented chef and her son's friend, makes her senses kindle.",6.309187,2009-09-05,0,120,I Am Love,41110,6.9,75,,Drama,Rai Cinema,Italy,English
231,False,0,the+spy+who+came+in+from+the+cold+1965,tt0059749,en,"British agent Alec Leamas refuses to come in from the cold war during the 1960s, choosing to face another mission, which may prove to be his final one.",6.279114,1965-12-16,0,112,The Spy Who Came in from the Cold,13580,7.0,73,,Drama,Paramount Pictures,United Kingdom,English
232,False,0,head-on+2004,tt0347048,de,Head On is German director Fatih Akin’s story of the alcoholic Cahit and Turkish Sibel. Akin tells the story of a love that can never be between two people who are too alike to not be together.,10.234986,2004-03-11,11030861,121,Head-On,363,7.3,111,,Drama,Corazón International,Germany,English
233,False,0,the+item+1999,tt0181602,en,"Four felons are contacted by an anonymous client via the internet. They are instructed to go to a remote desert island and pick up an ""item"" and keep it safe for 24 hours. It will then be picked up and they will be paid. However, upon getting it back to their apartment, their curiosity gets the better of them and they decide to investigate their package. They discover that they have a telepathic worm connected to a life support system. The film then disintegrates into a slasher film as one by one the protectors are killed in grisly fashion.",0.071764,1999-01-01,0,100,The Item,86685,4.5,2,,,,,
234,False,0,b.u.s.t.e.d+1999,tt0150488,en,"Everybody Loves Sunshine (released in the United States as B.U.S.T.E.D.), is a 1999 British independent film written and directed by Andrew Goth, and starring Rachel Shelley, David Bowie and Goldie.  In the Pepperhill Estate of Manchester, an ongoing battle rages between Triad gangs and street gangs. Gang leaders Ray (Andrew Goth) and Terry (Goldie), who are cousins and lifelong friends, always trusting and relying on each other, have been in prison. Ray doesn't want to be a gangsters anymore, having also fallen for Clare (Rachel Shelley). But Terry, driven by an obsession beyond friendship, is determined to make sure that Ray never leaves the gang. During their time in prison, the Triads have grown stronger and more daring, eventually killing a member ofTerry and Ray's gang. Revenge is called for and the gang turns to them for direction. Bernie (David Bowie) is the aging gangster who struggles to keep the peace.",0.407118,1999-03-20,0,97,B.U.S.T.E.D,145926,6.7,3,,,,,
235,False,18000000,renaissance+2006,tt0386741,fr,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",9.746725,2006-03-16,1831348,105,Renaissance,9389,6.7,78,,Action,Onyx Films,France,English
236,False,0,the+white+countess+2005,tt0384686,en,"The last movie from the team of Ismail Merchant, James Ivory, and Kazuo Ishiguro. Set in 1930s Shanghai, ""The White Countess"" is both Sofia (Natasha Richardson), a fallen member of the Russian aristocracy, and a nightclub created by a blind American diplomat named Jackson (Ralph Fiennes), who asks Sofia to be the centerpiece of the world he wants to create.",5.080754,2005-10-30,0,135,The White Countess,18840,6.9,21,,Drama,Sony Pictures Classics,China,English
237,False,8,princess+2006,tt0419073,da,"The story of August who loses his beloved sister Christina, a former porn star known as The Princess. He adopts Christina's five-year-old daughter Mia. Weighed down by grief and guilt, August breaks down and with Mia in tow, he embarks on a mission of vengeance to erase Christina's pornographic legacy.",3.879014,2006-06-16,0,90,Princess,14173,6.2,13,,Action,Zentropa Entertainments,Germany,Dansk
238,False,0,a+thousand+clowns+1965,tt0059798,en,"Twelve-year-old Nick lives with his Uncle Murray, a Mr.Micawber-like Dickensian character who keeps hoping something won't turn up. What turns up is a social worker, who falls in love with Murray and a bit in love with Nick. As the child welfare people try to force Murray to become a conventional man (as the price they demand for allowing him to keep Nick), the nephew, who until now has gloried in his Uncle's iconoclastic approach to life, tries to play mediator. But when he succeeds, he is alarmed by the uncle's willingness to cave in to society in order to save the relationship.",0.345637,1965-12-13,0,118,A Thousand Clowns,42731,6.8,9,,Comedy,Harrell,United States of America,English
239,False,0,the+green+room+1978,tt0077315,fr,"Based on the Henry James short story ""The Altar of the Dead"", in which a man becomes obsessed with the many dead people in his life and builds a memorial to honor them. This film is also based on other short story by Henry James, ""The Beast of the Jungle"". It would be the last film Truffaut would act in.",0.544128,1978-04-05,0,94,The Green Room,8070,6.5,14,,Drama,Les Films du Carrosse,France,Français
240,False,0,last+of+the+dogmen+1995,tt0113617,en,"A Montana bounty hunter is sent into the wilderness to track three escaped prisoners. Instead he sees something that puzzles him. Later with a female Native Indian history professor, he returns to find some answers.",3.205275,1995-09-08,0,118,Last of the Dogmen,30718,7.2,34,,Adventure,Savoy Pictures,United States of America,English
241,False,2600000,the+heiress+1949,tt0041452,en,"Dull and plain Catherine (Olivia de Havilland) lives with her emotionally distant father, Dr. Sloper (Ralph Richardson), in 1840s New York. Her days are empty -- filled with little more than needlepoint. Enter handsome Morris Townsend (Montgomery Clift), a dashing social climber with his eye on the spinster's heart and substantial inheritance. William Wyler's Oscar-winning film is an adaptation of the Henry James novel Washington Square.",4.72533,1949-10-06,0,115,The Heiress,28571,7.7,35,,Drama,Paramount Pictures,United States of America,English
242,False,30000000,once+upon+a+time+in+america+1984,tt0087843,en,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",32.182851,1984-02-16,0,229,Once Upon a Time in America,311,8.3,1104,,Drama,Warner Bros.,United States of America,English
243,False,0,london+1994,tt0110377,en,"The first film in Patrick Keiller's Robinson trilogy, preceding Robinson In Space and Robinson In Ruins.",0.112903,1994-06-03,0,85,London,121655,5.0,1,,Documentary,,,
244,False,0,picking+up+the+pieces+2000,tt0192455,en,"A small New Mexican village discovers a severed hand that is considered a miracle of God, when it actually belongs to a murdered spouse with a husband in search of it.",1.856043,2000-05-26,0,95,Picking Up the Pieces,31774,4.1,21,,Comedy,,United States of America,English
245,False,0,the+flesh+merchant+1956,tt0124578,en,"A girl visiting her sister in Hollywood hopes for a modeling career, but is tricked by pimps into working at a brothel.",0.051591,1956-05-18,0,60,The Flesh Merchant,94747,5.0,1,,Drama,Sonney Amusement Enterprises Inc.,United States of America,English
246,False,0,fracture+2007,tt0488120,en,"A husband is on trial for the attempted murder of his wife, in what is seemingly an open/shut case for the ambitious district attorney trying to put him away. However, there are surprises for both around every corner, and, as a suspenseful game of cat-and-mouse is played out, each must manipulate and outwit the other.",10.113628,2007-04-20,91354215,113,Fracture,6145,7.1,908,,Thriller,New Line Cinema,Germany,English
247,False,1250000,women+in+love+1969,tt0066579,en,"Close friends Rupert Birkin and Gerald Crich begin romances with siblings Ursula and Gudrun Brangwen. After the couples wed, they take a joint honeymoon to Switzerland, where things begin happily -- but they become increasingly complicated as the trip continues. Rupert and Ursula are determined to stay faithful to one another, while the aloof Gerald and the eccentric Gudrun turn to infidelity and sexual exploration.",2.345912,1969-09-01,0,131,Women in Love,66027,5.9,26,,Drama,Brandywine Productions Ltd.,United Kingdom,English
248,False,0,my+kid+could+paint+that+2007,tt0912592,en,A look at the work and surprising success of a four-year-old girl whose paintings have been compared to the likes of Picasso and has raked in hundreds of thousands of dollars.,1.258634,2007-01-01,0,82,My Kid Could Paint That,14279,6.7,12,,Documentary,,,
