,adult,budget,id,imdb_id,original_language,overview,popularity,release_date,revenue,runtime,title,tmdb_id,vote_average,vote_count,belongs_to_collection,genres,production_companies,production_countries,spoken_languages
150,False,0,witch+hunt+2008,tt1196112,en,"Executive Producer Sean Penn presents ""Witch Hunt,"" a gripping indictment of the American justice system told through the lens of one small town. Voters in Bakersfield, California elected a tough on crime district attorney into office for more than 25 years. During his tenure he convicted dozens of innocent working class moms and dads. They went to prison, some for decades, before being exonerated. He remains in office today. This story on a micro level mirrors what the US has experienced over the last eight years. When power is allowed to exist without oversight civil rights are in jeopardy.",0.305215,2008-01-01,0,91,Witch Hunt,43734,7.7,6,,Documentary,,United States of America,English
151,False,0,the+merchant+of+venice+2004,tt0379889,en,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.",13.220259,2004-09-03,0,138,The Merchant of Venice,11162,6.7,147,,Drama,Movision,United Kingdom,English
152,False,13000000,the+skin+i+live+in+2011,tt1189073,es,A brilliant plastic surgeon creates a synthetic skin that withstands any kind of damage. His guinea pig: a mysterious and volatile woman who holds the key to his obsession.,9.782542,2011-08-17,5774854,117,The Skin I Live In,63311,7.4,797,,Drama,El Deseo,Spain,Español
153,False,0,the+monitors+1969,tt0064684,en,Earthlings chafe at the peace established by a benevolent alien race and set about to rebel.,1.224042,1969-10-08,0,92,The Monitors,210940,4.0,1,,Science Fiction,Wilding Picture Productions,United States of America,English
154,False,0,elena+undone+2010,tt1575539,en,"Before crossing paths with Peyton, falling for a woman was an unimaginable situation for Elena, a straight wife and mother. The friendship between Peyton, an out lesbian writer, and Elena, the wife of an anti-gay paster who has never experienced true love, transforms swiftly from a one-sided crush into a torrid extramarital affair. Despite their attraction, Peyton, jaded in a number of ways, has strong reservations about becoming involved with a married straight woman; Elena, recognizing that she is caught in a loveless marriage, can barely begin to rationalize the nature and magnitude of her desires.  As their relationship evolves, Elena confronts the choice of leaving her husband or  ending her involvement with Peyton to save her unraveling and unrewarding marriage and return to a drab and automated life. Above all, Elena faces the looming challenge of convincing Peyton that the two women have a bright future together despite their unfavorable circumstances",1.715955,2010-06-25,0,111,Elena Undone,56743,6.8,35,,Drama,,United States of America,English
155,False,0,chasing+sleep+2000,tt0221069,en,"A college professor wakes up to find his wife has not returned home, then struggles to understand her disappearance.",1.800665,2000-09-08,0,104,Chasing Sleep,32166,6.4,16,,Horror,Forensic Films,Canada,English
156,False,0,air+force+1943,tt0035616,en,The crew of an Air Force bomber arrives in Pearl Harbor in the aftermath of the Japanese attack and is sent on to Manila to help with the defense of the Philippines.,0.955413,1943-03-20,0,124,Air Force,15807,6.3,11,,Action,Warner Bros.,United States of America,日本語
157,False,0,heart+and+souls+1993,tt0107091,en,"A businessman is reunited with the four lost souls who were his guardian angels during childhood, all with a particular purpose to joining the afterlife.",8.450231,1993-08-13,16589540,104,Heart and Souls,12187,6.6,84,,Fantasy,Universal Pictures,United States of America,English
158,False,0,mother+night+1996,tt0117093,en,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",6.038784,1996-11-01,0,114,Mother Night,20318,7.1,13,,Drama,Fine Line Features,United States of America,English
159,False,0,mouth+to+mouth+2005,tt0383518,en,An aimless adolescent (Ellen Page) joins several itinerant misfits who live on the fringe of society and welcome at-risk youths into their fold.,1.586873,2005-06-02,0,101,Mouth to Mouth,8008,5.5,27,,Drama,Egoli Tossell Film AG,Germany,English
160,False,0,the+undefeated+1969,tt0065150,en,"After the Civil War, ex-Union Colonel John Henry Thomas and ex-Confederate Colonel James Langdon are leading two disparate groups of people through strife-torn Mexico. John Henry and company are bringing horses to the unpopular Mexican government for $35 a head while Langdon is leading a contingent of displaced southerners, who are looking for a new life in Mexico after losing their property to carpetbaggers. The two men are eventually forced to mend their differences in order to fight off both bandits and revolutionaries, as they try to lead their friends and kin to safety.",10.975431,1969-10-04,0,119,The Undefeated,18972,5.6,30,,Western,Twentieth Century Fox Film Corporation,United States of America,English
161,False,60000000,gangster+squad+2013,tt1321870,en,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",8.581558,2013-01-10,105200903,113,Gangster Squad,82682,6.2,1805,,Crime,Village Roadshow Pictures,United States of America,English
162,False,7000000,fargo+1996,tt0116282,en,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,1996-04-05,60611975,98,Fargo,275,7.7,2080,,Crime,PolyGram Filmed Entertainment,United States of America,English
163,False,0,animal+crackers+1930,tt0020640,en,The famous Captain Spaulding returns from Africa and attends a gala party where a valuable painting is stolen.,4.750686,1930-08-28,0,97,Animal Crackers,13913,7.2,45,,Comedy,Paramount Pictures,United States of America,English
164,False,4500000,battle+royale+2000,tt0266308,ja,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",12.701098,2000-12-16,25000000,114,Battle Royale,3176,7.3,992,Battle Royale Collection,Drama,Nippon Shuppan Hanbai (Nippan) K.K.,Japan,日本語
165,False,2300000,route+666+2001,tt0215135,en,"Smith, a mob informer hiding out with the Witness Protection Program, decides to make a break for it and hide out in the Arizona desert. The Feds catch up with him and rescue him just before a group of hitmen can manage to silence him for good. In the course of getting Smith away from the mafia thugs, the pair of agents assigned to protect him turn onto an abandoned stretch of highway nicknamed 'Route 666' after the mysterious death of a prison chain gang. As the three continue on their way, they soon discover just what happened to the chain gang, and how the highway earned its name.",1.141172,2001-10-30,0,86,Route 666,55547,4.9,13,,Horror,Lions Gate Films,United States of America,Deutsch
166,False,0,a+shot+in+the+dark+1964,tt0058586,en,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.,6.872888,1964-06-23,12368234,102,A Shot in the Dark,1594,7.2,115,The Pink Panther (Original) Collection,Comedy,United Artists,United Kingdom,English
167,False,0,electra+glide+in+blue+1973,tt0070022,en,"A short Arizona motorcycle cop gets his wish and is promoted to Homicide following the mysterious murder of a hermit. He is forced to confront his illusions about himself and those around him in order to solve the case, eventually returning to solitude in the desert.",7.714702,1973-08-18,0,114,Electra Glide in Blue,26332,6.6,22,,Thriller,United Artists,United States of America,English
168,False,2000000,the+brave+little+toaster+1987,tt0092695,en,"A group of dated appliances find themselves stranded in a summer home that their family had just sold decide to, a la The Incredible Journey, seek their young 8 year old ""master"". Children's film which on the surface is a frivolous fantasy, but with a dark subtext of abandonment, obsolescence, and loneliness.",6.649391,1987-07-09,0,90,The Brave Little Toaster,19933,6.8,94,,Fantasy,The Kushner-Locke Company,United States of America,Nederlands
169,False,0,the+eternal+return+1943,tt0036566,fr,,0.211747,1943-12-13,0,107,The Eternal Return,65646,7.1,4,,Romance,Films André Paulvé,France,Français
170,False,18000000,carlos+2010,tt1321865,en,"The story of Venezuelan revolutionary, Ilich Ramirez Sanchez, who founded a worldwide terrorist organization and raided the OPEC headquarters in 1975 before being caught by the French police.",4.558075,2010-05-19,871279,338,Carlos,43434,6.7,50,,Crime,Egoli Tossell Film AG,France,Français
171,False,6000000,chinatown+1974,tt0071315,en,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",12.29227,1974-06-20,30000000,130,Chinatown,829,7.9,939,The Jake Gittes Collection,Crime,Paramount Pictures,United States of America,Español
172,False,0,hazmat+2013,tt2821832,en,"The television crew of the ""Scary Antics"" hidden camera show sets up a disturbed young man for a practical joke, but the joke is on them when heads roll.",0.452568,2013-08-16,0,80,HazMat,220514,4.8,4,,Horror,,United States of America,English
173,False,0,shadow+company+2006,tt0762133,en,Documentary about the mercenaries and contractors working in modern wars.,0.188147,2006-03-01,0,86,Shadow Company,18151,5.3,3,,Documentary,,,English
174,False,0,john+adams+2008,tt0472027,en,"The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.",2.794764,2008-03-16,0,501,John Adams,118309,7.6,70,,History,,,
175,False,0,faith+like+potatoes+2006,tt0850667,en,"Frank Rautenbach leads a strong cast as Angus Buchan, a Zambian farmer of Scottish heritage, who leaves his farm in the midst of political unrest and racially charged land reclaims and travels south with his family to start a better life in KwaZulu Natal,South Africa.",0.629729,2006-10-27,0,97,Faith Like Potatoes,29697,6.0,9,,Drama,Global Creative Studios,South Africa,English
176,False,0,the+man+without+a+shadow+2004,tt0415853,fr,"An animated film made in 2004 by the Swiss director Georges Schwizgebel. It is an adaptation of The Curious Case of Peter Shlemihl, written by German writer Adelbert von Chamisso 1813 novel.",0.178094,2004-12-31,0,9,The Man Without a Shadow,153118,8.5,2,,Animation,National Film Board of Canada (NFB),Switzerland,No Language
177,False,0,and+everything+is+going+fine+2010,tt1122614,en,"From the first time he performed Swimming to Cambodia - the one-man account of his experience of making the 1984 film The Killing Fields - Spalding Gray made the art of the monologue his own. Drawing unstintingly on the most intimate aspects of his own life, his shows were vibrant, hilarious and moving. His death came tragically early, in 2004; this compilation of interview and performance footage nails his idiosyncratic and irreplaceable brilliance.",0.652975,2010-06-04,0,89,And Everything Is Going Fine,50779,5.7,10,,Documentary,Washington Square Films,United States of America,English
178,False,0,an+apology+to+elephants+2013,tt2836524,en,"Elephants are among the most majestic and intelligent creatures on Earth--but for hundreds of years, they have suffered at the hands of humans. Narrated by Lily Tomlin, this documentary short traces our long history with elephants and explores the many problems that arise when they are brought to live in captivity in zoos and circuses.",0.610441,2013-04-13,0,40,An Apology to Elephants,248870,10.0,1,,Documentary,Home Box Office (HBO),United States of America,English
179,False,0,strawberry+wine+2009,tt1260596,en,No overview found.,0.303507,2009-05-08,0,109,Strawberry Wine,36407,6.7,3,,,,Poland,Polski
180,False,0,sister+street+fighter+1974,tt0073714,ja,"Lee Long is a martial-arts champion who the police use as an undercover agent to infiltrate a drug ring responsible for importing heroin from Japan to Hong Kong. When he is identified and imprisoned, the police pressure his sister, Tina Long, to help them locate and free him. She gets the help of Lee's martial-arts school, including the powerful Sonny Kawasaka, for the inevitable battle-royale with the drug gang, which includes masters of many different 'schools' of fighting.",0.616558,1974-08-31,0,86,Sister Street Fighter,47313,7.0,5,,Action,Toei Tokyo,Japan,English
181,False,0,funny+felix+2000,tt0228242,fr,"A man considers the fine line between friendship and family as he crosses France by foot. Felix is a cheerful thirty-something from Normandy who is gay and HIV-positive. Felix has never really known his father, and after he receives some old letters his dad wrote to his mother, he decides its time they talked. Figuring his father's whereabouts in Marseilles, Felix hits the road, planning on hiking cross country and meeting up with his boyfriend. Along the way, Felix's open-hearted charm allows him to make several new friends, and before long he's bonded with a number of people he's embraced as a surrogate family: an elderly woman with regrets about her life; a single mother who can't find a stable relationship; a teenager coming to terms with his sexuality; and a ""cousin"" interested in kites with whom Felix has a brief fling. As Felix moves onwards, he and his new friends ponder the notion of family -- is it defined by blood, or by your heart and soul?",1.309157,2000-04-19,0,95,Funny Felix,21488,5.1,7,,Comedy,Pyramide Productions,France,Français
182,False,12000000,absence+of+malice+1981,tt0081974,en,"A prosecutor leaks a false story that liquor warehouse owner Michael Gallagher is involved in the murder of a union head, and as newspaper reporter Megan Carter picks up the story and attempts to find the real truth, Gallagher's life begins to unravel.",3.21594,1981-12-18,40716963,116,Absence of Malice,19429,6.8,42,,Drama,Columbia Pictures Corporation,United States of America,English
183,False,0,divine+intervention+,tt0979876,en,Four friends fight an insane man's crusade to eliminate sinners from a small Western town.,0.001181,null,0,87,Divine Intervention,99885,0.0,0,,Drama,,,
184,False,0,the+pillow+book+1996,tt0114134,en,"As a young girl in Japan, Nagiko's father paints characters on her face, and her aunt reads to her from ""The Pillow Book"", the diary of a 10th-century lady-in-waiting. Nagiko grows up, obsessed with books, papers, and writing on bodies.",2.690319,1996-05-12,0,126,The Pillow Book,26422,6.9,41,,Drama,Kasander & Wigman Productions,France,广州话 / 廣州話
185,False,11000000,chef+2014,tt2883512,en,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",8.720309,2014-05-08,45967935,114,Chef,212778,7.2,1203,,Comedy,Prescience,United States of America,English
186,False,0,the+world+according+to+ion+b.+2009,tt1683890,en,The fascinating portrait of Ion Bârlàdeanu. The touching and inspiring story of a man who literally lived in the gutter for 20 years - and in the meantime managed to create paintings and collages which are now exhibited alongside works by Andy Warhol or Marcel Duchamp.,0.081059,2009-12-17,0,60,The World According to Ion B.,55802,8.3,2,,,HBO Romania,Romania,Română
187,False,0,body+of+war+2007,tt1068634,en,"Documentary about Tomas Young, a 25 year old veteran who got paralyzed in Iraq and became an peace activist.",0.103932,2007-09-11,0,87,Body of War,93260,8.0,2,,Documentary,Mobilus Media,United States of America,English
188,False,0,dallas+-+war+of+the+ewings+1998,tt0145605,en,"It has been two years since Bobby and Sue Ellen Ewing took over control of Ewing Oil. Although J.R. is successfully managing a large oil conglomerate, he wants to once again own his father's company. When he discovers that Ray Krebbs' land, which is heavily mortgaged, has undiscovered oil on it, he knows that if he plays his cards right, he can purchase the land and have enough money to regain control of Ewing Oil. But his business rival Carter McKay also has his eyes on Ray's property, and may soon join Bobby and Sue Ellen as an executive at Ewing Oil. Both parties hatch schemes in order to get what they want. (Written by Phil Fernando)",0.773709,1998-04-23,0,120,Dallas - War of The Ewings,174122,4.9,4,,Drama,,,English
189,False,102000000,minority+report+2002,tt0181689,en,"John Anderton is a top 'Precrime' cop in the late-21st century, when technology can predict crimes before they're committed. But Anderton becomes the quarry when another investigator targets him for a murder charge.",20.666063,2002-06-20,358372926,145,Minority Report,180,7.1,2663,,Action,DreamWorks SKG,United States of America,English
190,False,0,madadayo+1993,tt0107474,ja,"This film tells the story of professor Uehida Hyakken-sama (1889-1971), in Gotemba, around the forties. He was a university professor until an air raid, when he left to become a writer and has to live in a hut. His mood has hardly changed, not by the change nor by time.",2.012228,1993-04-17,0,134,Madadayo,13889,7.4,21,,Drama,Tokuma Shoten,Japan,English
191,False,0,heat+and+dust+1983,tt0084058,en,The parallel story of Anne and her grand-aunt Olivia in their experiences in India,0.090019,1983-01-01,0,133,Heat and Dust,67794,5.9,7,,Drama,Merchant Ivory Productions,United Kingdom,English
192,False,2053648,beyond+the+mat+1999,tt0218043,en,"Beyond the Mat is a 1999 professional wrestling documentary, directed by Barry W. Blaustein. The movie focuses on the lives of professional wrestlers outside of the ring, especially Mick Foley, Terry Funk, and Jake Roberts. The film heavily focuses on the World Wrestling Federation (WWF), often criticizing it and its chairman Vince McMahon. It also follows Extreme Championship Wrestling, it's rise in popularity, and many other independent wrestlers and organizations.",2.691433,1999-10-22,500000,102,Beyond the Mat,14271,7.8,17,,Documentary,Imagine Entertainment,United States of America,English
193,False,17000000,the+woman+in+black+2012,tt1596365,en,"The story follows a young lawyer, Arthur Kipps, who is ordered to travel to a remote village and sort out a recently deceased client’s papers. As he works alone in the client’s isolated house, Kipps begins to uncover tragic secrets, his unease growing when he glimpses a mysterious woman dressed only in black. Receiving only silence from the locals, Kipps is forced to uncover the true identity of the Woman in Black on his own, leading to a desperate race against time when he discovers her true identity.",8.896679,2012-02-01,127730736,95,The Woman in Black,65086,6.1,1237,The Woman in Black Collection,Drama,Hammer Film Productions,Canada,English
194,False,0,citizen+x+1995,tt0112681,en,"Based on the true story of a Russian serial killer who, over many years, claimed victim to over 50 people. His victims were mostly under the age of 17. In what was then a communists state, the police investigations were hampered by bureaucracy, incompetence and those in power. The story is told from the viewpoint of the detective in charge of the case.",3.538001,1995-02-25,0,105,Citizen X,12554,6.9,43,,Crime,Home Box Office (HBO),United States of America,English
195,False,0,panama+hattie+1942,tt0035170,en,Sailors and spies mingle in between the acts at Hattie's (Ann Sothern) nightclub in the Canal Zone.,0.001179,1942-09-01,0,79,Panama Hattie,99236,0.0,0,,Comedy,Loew's,United States of America,English
196,False,23000000,adventures+of+arsene+lupin+2004,tt0373690,fr,"As the daring thief Arsène Lupin (Duris) ransacks the homes of wealthy Parisians, the police, with a secret weapon in their arsenal, attempt to ferret him out.",5.665798,2004-09-17,0,131,Adventures of Arsene Lupin,11540,5.1,103,,Romance,,Spain,Français
197,False,0,celine+and+julie+go+boating+1974,tt0071381,fr,A mysteriously linked pair of young women find their daily lives pre-empted by a strange boudoir melodrama that plays itself out in a hallucinatory parallel reality.,1.412839,1974-09-18,0,193,Celine and Julie Go Boating,27019,7.5,25,,Mystery,Les Films Christian Fechner,France,Français
198,False,0,sunset+strip+2012,tt1542485,en,A documentary on the famous Los Angeles street.,0.383737,2012-03-16,0,0,Sunset Strip,200063,7.4,7,,Documentary,,United States of America,English
199,False,0,a+haunting+at+silver+falls+2013,tt1813609,en,A small town is haunted by the twin daughters of a wrongfully convicted man. Young Jordan is sent down the path to who the real killer is only to find the killer is very close to her.,1.539406,2013-05-28,0,84,A Haunting at Silver Falls,197919,4.6,29,,Horror,Enderby Entertainment,United States of America,English
200,False,1000000,the+pit+1981,tt0086113,en,"Twelve year-old Jamie Benjamin is a solitary misunderstood boy in his preteens. His classmates pick on him, his neighbors think he's weird and his parents ignore him. But now Jamie has a secret weapon: deep in the woods he has discovered a deep pit full of man-eating creatures he calls Trogs... and it isn't long before he gets an idea for getting revenge and feeding the Trogs in the process!",1.318185,1981-10-23,0,97,The Pit,47038,6.0,28,,Horror,Amulet Pictures,Canada,English
201,False,30000000,winnie+the+pooh+2011,tt1449283,en,"During an ordinary day in Hundred Acre Wood, Winnie the Pooh sets out to find some honey. Misinterpreting a note from Christopher Robin, Pooh convinces Tigger, Rabbit, Piglet, Owl, Kanga, Roo, and Eeyore that their young friend has been captured by a creature named ""Backson"" and they set out to save him.",7.357682,2011-04-13,14460000,63,Winnie the Pooh,51162,6.8,263,,Animation,Walt Disney Pictures,United States of America,English
202,False,0,two+hands+1999,tt0145547,en,A 19 year old finds himself in debt to a local gangster when some gang loot disappears and sets him on the run from thugs. Meanwhile two street kids start a shopping spree when they find the missing money.,9.289588,1999-07-29,0,103,Two Hands,13428,6.4,48,,Comedy,CML Films,Australia,English
203,False,15000000,brazil+1985,tt0088846,en,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",9.837287,1985-02-20,0,132,Brazil,68,7.6,877,,Comedy,Embassy International Pictures,United Kingdom,English
204,False,35000000,flying+swords+of+dragon+gate+2011,tt1686784,zh,"Flying Swords of Dragon Gate picks up three years after the infamous Dragon Inn was burnt down in the desert when its innkeeper Jade vanished. A new gang of marauders had taken over - innkeepers by day and treasure hunters by night. The inn is the rumoured location of a lost city buried under the desert, and its hidden treasure would only be revealed by a gigantic storm every 60 years. The gang used the inn as a front to locate the lost treasure.",18.147447,2011-12-15,0,125,Flying Swords of Dragon Gate,81870,6.0,56,,Adventure,Film Workshop,China,普通话
205,False,0,the+dancing+masters+1943,tt0035777,en,"The Dancing Masters is a 1943 Laurel and Hardy feature film. The plot involves the team running a ballet school, and getting involved with an inventor. A young Robert Mitchum has an uncredited cameo role as a fraudulent insurance salesman.",0.438511,1943-11-19,0,0,The Dancing Masters,69017,5.2,6,,Comedy,Twentieth Century Fox Film Corporation,United States of America,English
206,False,0,castaway+on+the+moon+2009,tt1499666,ko,"Mr. Kim is jobless, lost in debt and has been dumped by his girlfriend. He decides to end it all by jumping into the Han River - only to find himself washed up on a small, mid-river island. He soon abandons thoughts of suicide or rescue and begins a new life as a castaway. His antics catch the attention of a young woman whose apartment overlooks the river. Her discovery changes both their lives.",6.266701,2009-05-14,0,119,Castaway on the Moon,18438,8.1,130,,Drama,Cinema Service,South Korea,한국어/조선말
207,False,5000000,raintree+county+1957,tt0050882,en,"A graduating poet/teacher falls in love with a Southern woman, and then the Civil War and her past create problems.",2.607994,1957-12-20,0,168,Raintree County,65488,5.2,13,,Drama,Metro-Goldwyn-Mayer (MGM),United States of America,English
208,False,0,coffee+town+2013,tt2234025,en,Three thirty-something friends band together when their carefree existence is threatened.,3.024814,2013-07-09,0,87,Coffee Town,198062,6.7,45,,Comedy,,United States of America,English
209,False,0,the+hatchet+man+1932,tt0022979,en,"When he's forced to kill his best friend, a Chinese hit man adopts the man's daughter.",0.308959,1932-02-06,0,74,The Hatchet Man,118139,4.2,3,,Crime,First National Pictures,United States of America,English
210,False,0,my+architect+2003,tt0373175,en,"World-famous architect Louis Kahn (Exeter Library, Salk Institute, Bangladeshi Capitol Building) had two illegitimate children with two different women outside of his marriage. Son Nathaniel always hoped that someday his father would come and live with him and his mother, but Kahn never left his wife. Instead, Kahn was found dead in a men's room in Penn Station when Nathaniel was only 11.",0.466477,2003-11-12,0,116,My Architect,50314,7.0,8,,Documentary,,,
211,False,0,coupe+de+ville+1990,tt0099310,en,"Meet the Libner brothers: Marvin (Daniel Stern), the oldest, is a sergeant in the U.S. Air Force. Buddy (Arye Gross), the middle child, is a timid dreamer. Bobby (Patrick Dempsey), the youngest, is a handsome rebel in reform school. As kids, they fought a lot and as adults, they barely speak. In the summer of 1963, their tough and eccentric father, Fred (Alan Arkin), gives them a task: to bring a 1954 Cadillac, bought for their mother, Betty (Rita Taggart), from Detroit to Miami. As the trip goes on, the three brothers fight and begin to reconnect with each other, while trying to keep the Caddy in mint condition.",5.168379,1990-03-09,715,99,Coupe de Ville,39062,5.9,17,,Comedy,Universal Pictures,,English
212,False,0,city+hunter+1993,tt0103950,cn,"Extremely silly comedy about a self-indulgent private investigator who winds up on a cruise ship full of rich patrons, gorgeous women, murderous terrorists, and scarce food.",8.087053,1993-01-16,0,105,City Hunter,11198,6.3,68,,Action,Golden Harvest Company,Japan,广州话 / 廣州話
213,False,0,body+and+soul+1947,tt0039204,en,"Charley Davis, against the wishes of his mother, becomes a boxer. As he becomes more successful the fighter becomes surrounded by shady characters, including an unethical promoter named Roberts, who tempt the man with a number of vices. Charley finds himself faced with increasingly difficult choices.",1.990877,1947-11-09,0,104,Body and Soul,17487,6.3,25,,Drama,Enterprise Productions,United States of America,English
214,False,0,to+each+his+own+cinema+2007,tt0973844,en,A collective film of 33 shorts directed by different directors about their feeling about cinema.,10.604359,2007-05-19,0,100,To Each His Own Cinema,36108,7.2,26,,Comedy,Elzévir Films,France,Dansk
215,False,0,the+legend+of+the+7+golden+vampires+1974,tt0070297,zh,"Professor Van Helsing had been asked to help against the tyranny of skeletal creatures that are responsible for terror and death amongst the peasants in rural China. He is the only person qualified to deal with the cause of these phenomena, for the undead are controlled by the most diabolical force of all.... Count Dracula. But he is not alone- to aid him comes a mystical brotherhood of seven martial arts warriors.",1.845877,1974-07-11,0,85,The Legend of the 7 Golden Vampires,26480,5.8,25,Dracula (Hammer Series),Action,Hammer Film Productions,Hong Kong,English
216,False,0,a+place+in+the+sun+1951,tt0043924,en,An ambitious young man wins an heiress's heart but has to cope with his former girlfriend's pregnancy.,6.656993,1951-06-12,0,122,A Place in the Sun,25673,6.9,87,,Drama,Paramount Pictures,United States of America,English
217,False,3000000,the+keys+of+the+kingdom+1944,tt0036983,en,"A young priest, Father Chisholm is sent to China to establish a Catholic parish among the non-Christian Chinese. While his boyhood friend, also a priest, flourishes in his calling as a priest in a more Christian area of the world, Father Chisholm struggles. He encounters hostility, isolation, disease, poverty and a variety of set backs which humble him, but make him more determined than ever to succeed.",3.683435,1944-12-15,0,137,The Keys of the Kingdom,18050,6.8,9,,Drama,Twentieth Century Fox Film Corporation,United States of America,普通话
218,False,0,together+2002,tt0332639,zh,"When a violin prodigy Xiaochun and his father head to Beijing seeking fame and fortune, they soon discover a fierce world of cutthroat ambition. But when Xiaochun is ""adopted"" by a famous music tutor, success finally seems within reach - until a shocking discovery begins to unravel his entire world, and the boy must make the most difficult choice of his life. Can he achieve the fame his father had always hoped for without losing the extraordinary passion that sets him apart?",1.916724,2002-09-10,0,116,Together,18385,6.5,22,,Drama,,China,普通话
219,False,176199,motivational+growth+2013,tt1754228,en,"Ian Folivor, a depressed and reclusive 30-something, finds himself taking advice from a growth in his bathroom after a failed suicide attempt. The Mold, a smooth talking fungus who was born of the filth collecting in a corner of Ian's neglected bathroom, works to win Ian's trust by helping him clean himself up and remodel his lifestyle. With The Mold's help, Ian attracts the attention of a neighbor he's been ogling through his peephole, Leah, and he manages to find a slice of happiness despite his unnatural circumstances. But Ian starts to receive strange messages from his old and broken down TV set that make him realize that The Mold may not be as helpful as it seems to be, and strange characters combined with stranger events cast Ian's life in the shadow of an epic battle between good and evil that Ian is only partially aware of.",0.753227,2013-02-15,0,104,Motivational Growth,224946,8.5,4,,Comedy,Imagos Films,United States of America,Español
220,False,7000000,ghost+world+2001,tt0162346,en,"A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",5.460971,2001-07-20,0,111,Ghost World,1548,7.1,433,,Comedy,United Artists,Germany,English
221,False,0,the+three+musketeers+1933,tt0024663,en,,0.694665,1933-04-07,0,210,The Three Musketeers,140887,3.0,2,,Action,Mascot Pictures,United States of America,English
222,False,0,castaway+1986,tt0092732,en,"Middle-aged Gerald Kingsland advertises in a London paper for a female companion to spend a year with him on a desert island. The young Lucy Irving takes a chance on contacting him and after a couple of meetings they decide to go ahead. Once on the island things prove a lot less idyllic than in the movies, and gradually it becomes clear that it is Lucy who has the desire and the strength to try and see the year through.",1.540592,1986-03-05,0,117,Castaway,52886,6.2,21,,Adventure,United British Artists (UBA),United Kingdom,English
223,False,0,a+year+ago+in+winter+2008,tt0452580,de,A renowned artist must uncover a young dancer's secrets in order to truly capture her likeness for a commissioned work.,0.875165,2008-11-10,0,129,A Year Ago in Winter,8888,6.3,8,,Drama,Bavaria Film,Germany,Deutsch
224,False,0,the+snails+1966,tt0309566,fr,"“Les Escargots” is a short film by René Laloux . The film was created in 1965 entirely through the use of stop motion. It is an animation and has no dialouge, instead it has a emotive soundtrack which I enjoyed and which I felt made there no need for dialouge.",0.945548,1966-05-31,0,10,The Snails,116351,8.1,9,,Science Fiction,Sofac,France,No Language
225,False,5000000,time+bandits+1981,tt0081633,en,"Young history buff Kevin can scarcely believe it when six dwarfs emerge from his closet one night. Former employees of the Supreme Being, they've purloined a map charting all of the holes in the fabric of time and are using it to steal treasures from different historical eras. Taking Kevin with them, they variously drop in on Napoleon, Robin Hood and King Agamemnon before the Supreme Being catches up with them.",9.841623,1981-07-13,42365581,116,Time Bandits,36819,6.6,255,,Family,Handmade Films Ltd.,United Kingdom,English
226,False,0,piter+fm+2006,tt0813541,en,"Lyrical story about two young people, Masha and Maxim, who have to decide what to do.",1.047412,2006-04-20,0,85,Piter FM,64736,5.4,14,,Comedy,,Russia,Pусский
